,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,이비노선ID,WGS84위도,WGS84경도,시군명
49550,92114,233000135,8501,14,풍성신미주아파트(중),233001644,37589.0,41086005.0,37.1994667,127.06341670000002,화성시
49562,92115,233000135,8501,15,다은마을(중),233001224,36664.0,41086005.0,37.19995,127.06765,화성시
49585,92116,233000135,8501,16,메타폴리스(중),233001219,36667.0,41086005.0,37.2037,127.0675,화성시
49609,92117,233000135,8501,17,한빛마을(중),233001562,36668.0,41086005.0,37.2075667,127.0692,화성시
49620,92118,233000135,8501,18,예당마을.롯데캐슬(중),233001281,36672.0,41086005.0,37.210783299999996,127.07191670000002,화성시
49640,92119,233000135,8501,19,기흥동탄TG(경유),277101908,,41086005.0,37.21655,127.09156670000002,화성시
49652,92152,233000135,8501,52,기흥동탄TG(경유),277101884,,41086005.0,37.216983299999995,127.0917,화성시
49664,92153,233000135,8501,53,예당마을.롯데캐슬(중),233001282,37587.0,41086005.0,37.211633299999995,127.0728,화성시
49684,92154,233000135,8501,54,한빛마을.석우중학교(중),233001216,36841.0,41086005.0,37.208316700000005,127.06925,화성시
49694,92155,233000135,8501,55,메타폴리스(중),233001218,36666.0,41086005.0,37.2043,127.06745,화성시
49718,92156,233000135,8501,56,다은마을(중),233001220,37693.0,41086005.0,37.2004167,127.0673,화성시
49741,92157,233000135,8501,57,풍성신미주(중),233001283,37590.0,41086005.0,37.199516700000004,127.06388329999999,화성시
49753,92158,233000135,8501,58,동탄고등학교,233001722,37849.0,41086005.0,37.2038,127.05946670000002,화성시
49761,92159,233000135,8501,59,한마음초교.광명메이루즈,233001787,37734.0,41086005.0,37.207583299999996,127.05705,화성시
49775,92160,233000135,8501,60,모아미래도아파트,233002185,55144.0,41086005.0,37.208716700000004,127.0518,화성시
49799,92161,233000135,8501,61,정든공원.숲속풍성신미주,233002392,55269.0,41086005.0,37.2097833,127.04878329999998,화성시
49803,92162,233000135,8501,62,안화초교.주공8.9단지,233000071,36372.0,41086005.0,37.2133,127.04608329999999,화성시
49816,92163,233000135,8501,63,롯데시네마,233002132,55279.0,41086005.0,37.2144833,127.04245,화성시
49837,92164,233000135,8501,64,진안동,233000671,36354.0,41086005.0,37.213016700000004,127.0393,화성시
49855,92165,233000135,8501,65,송산동입구,233000669,36318.0,41086005.0,37.20585,127.01778329999999,화성시
49879,92166,233000135,8501,66,신한미지엔아파트앞,233000667,36305.0,41086005.0,37.20035,127.00915,화성시
49889,92167,233000135,8501,67,수원대학교,233001213,36215.0,41086005.0,37.21375,126.97996670000002,화성시
49909,92168,233000136,6002,1,동탄2차고지,233003122,55518.0,41086004.0,37.1554,127.10165,화성시
49919,92169,233000136,6002,2,자이파밀리에.LH29,233003132,55528.0,41086004.0,37.1609833,127.10525,화성시
49927,92170,233000136,6002,3,금호어울림.계룡리슈빌,233003127,55523.0,41086004.0,37.1639,127.10688329999999,화성시
49936,92171,233000136,6002,4,아이파크.호수부영4차,233001754,55505.0,41086004.0,37.165516700000005,127.1092667,화성시
49940,92172,233000136,6002,5,아이파크.호수부영5차,233001748,55503.0,41086004.0,37.1657667,127.11435,화성시
49943,92173,233000136,6002,6,호수공원행복주택.호수부영6차,233001710,55501.0,41086004.0,37.167216700000004,127.11736670000002,화성시
49946,92174,233000136,6002,7,호수부영1차,233001696,37696.0,41086004.0,37.1699333,127.11891670000001,화성시
49958,92175,233000136,6002,8,서희스타힐스.단독주택,233001608,37654.0,41086004.0,37.1734833,127.12,화성시
49966,92176,233000136,6002,9,창의고,233000374,55465.0,41086004.0,37.1818,127.12246670000002,화성시
49974,92177,233000136,6002,10,한신더휴,233001614,55489.0,41086004.0,37.1865167,127.12378329999999,화성시
49985,92178,233000136,6002,11,베라체아파트,233001568,36693.0,41086004.0,37.1907333,127.1227,화성시
49991,92179,233000136,6002,12,예솔초.호반2차.대원2차,233002421,55340.0,41086004.0,37.1962,127.11868329999999,화성시
50001,92180,233000136,6002,13,신안2차.반도4차,233000129,36460.0,41086004.0,37.2000167,127.11596670000002,화성시
50015,92181,233000136,6002,14,모아.반도아파트,233000980,36459.0,41086004.0,37.2020333,127.11445,화성시
50027,92182,233000136,6002,15,이주택지.상록.경남아파트,233002429,55305.0,41086004.0,37.207216700000004,127.11068329999999,화성시
50041,92183,233000136,6002,16,성원아파트.이지더원,233002430,55306.0,41086004.0,37.2090667,127.1084167,화성시
50066,92184,233000136,6002,17,동탄2파출소.농협,233002431,55307.0,41086004.0,37.2095167,127.10436670000001,화성시
50091,92185,233000136,6002,18,현대다이모스,233002017,55585.0,41086004.0,37.21621898,127.1038883,화성시
50095,92186,233000136,6002,19,영천리,233000145,36451.0,41086004.0,37.2195667,127.10363329999998,화성시
50099,92219,233000136,6002,52,영천리,233000140,36449.0,41086004.0,37.2195167,127.10355,화성시
50103,92220,233000136,6002,53,현대다이모스,233002165,55602.0,41086004.0,37.21621898,127.1038883,화성시
50107,92221,233000136,6002,54,동원.다원중,233001902,37073.0,41086004.0,37.21216383,127.10361950000001,화성시
50111,92222,233000136,6002,55,동탄2파출소.농협,233001166,36470.0,41086004.0,37.2092,127.1049,화성시
50136,92223,233000136,6002,56,성원아파트.이지더원,233001493,37549.0,41086004.0,37.2086833,127.10843329999999,화성시
50161,92224,233000136,6002,57,상록.경남아파트.이주택지,233001492,37550.0,41086004.0,37.2068333,127.1105667,화성시
50174,92225,233000136,6002,58,반도.모아아파트,233001491,37551.0,41086004.0,37.2019167,127.11415,화성시
50185,92226,233000136,6002,59,반도4차.동탄4동복지센터,233000430,55663.0,41086004.0,37.20011441,127.1154415,화성시
50195,92227,233000136,6002,60,대우푸르지오.호반베르디움2차,233001168,36458.0,41086004.0,37.198133299999995,127.11685,화성시
50206,92228,233000136,6002,61,청목초.신안1차,233000965,36468.0,41086004.0,37.1946,127.11943329999998,화성시
50213,92229,233000136,6002,62,동원로얄듀크2차,233001623,37682.0,41086004.0,37.18875,127.1233,화성시
50217,92230,233000136,6002,63,힐스테이트.호반5차,233001620,55490.0,41086004.0,37.1847833,127.1229667,화성시
50224,92231,233000136,6002,64,창의고,233000209,55464.0,41086004.0,37.181683299999996,127.12206670000002,화성시
50232,92232,233000136,6002,65,서희스타힐스.단독주택,233001572,55488.0,41086004.0,37.1732333,127.11956670000001,화성시
50240,92233,233000136,6002,66,호수부영1차,233001695,37724.0,41086004.0,37.1701167,127.11863329999998,화성시
50252,92234,233000136,6002,67,호수부영6차.호수공원행복주택,233001699,55500.0,41086004.0,37.1675167,127.1171833,화성시
50255,92235,233000136,6002,68,호수부영5차.아이파크,233001741,55502.0,41086004.0,37.1660167,127.11395,화성시
50258,92236,233000136,6002,69,호수부영4차.아이파크,233001753,55504.0,41086004.0,37.1658167,127.10913329999998,화성시
50262,92237,233000136,6002,70,계룡리슈빌.금호어울림,233003137,55533.0,41086004.0,37.16465,127.10653329999998,화성시
50271,92238,233000136,6002,71,LH29.자이파밀리에,233003126,55522.0,41086004.0,37.161016700000005,127.1048,화성시
50279,92239,233000136,6002,72,동탄2차고지,233003123,55519.0,41086004.0,37.1555167,127.10126670000001,화성시
50289,92240,233000139,8155,1,조암터미널,233002665,55076.0,41008167.0,37.0819,126.8161,화성시
50371,92241,233000139,8155,2,조암리(경유),277102394,,41008167.0,37.0827,126.81888329999998,화성시
50384,92242,233000139,8155,3,장안초등학교(경유),277102592,,41008167.0,37.084816700000005,126.8233167,화성시
50386,92243,233000139,8155,4,조암한라비발디,233002243,37750.0,41008167.0,37.0880333,126.82371670000002,화성시
50396,92244,233000139,8155,5,어은삼거리,233000402,37594.0,41008167.0,37.086233299999996,126.82696670000001,화성시
50420,92245,233000139,8155,6,수촌3리,233000397,37454.0,41008167.0,37.1029333,126.84303329999999,화성시
50429,92246,233000139,8155,7,해창2리.능인대학원대학교,233000393,37179.0,41008167.0,37.108116700000004,126.87251670000002,화성시
50438,92247,233000139,8155,8,해창1리.우리꽃식물원,233001402,37206.0,41008167.0,37.1130333,126.882,화성시
50459,92248,233000139,8155,9,제암리,233001388,37231.0,41008167.0,37.1240333,126.8962833,화성시
50477,92249,233000139,8155,10,주공아파트,233000524,37245.0,41008167.0,37.1304833,126.89996670000001,화성시
50486,92250,233000139,8155,11,발안삼거리.바다마트,233001371,37273.0,41008167.0,37.1356167,126.9113,화성시
50555,92251,233000139,8155,12,발안초등학교,233000632,37464.0,41008167.0,37.1310333,126.91216670000001,화성시
50582,92252,233000139,8155,13,향남환승터미널,233002102,37287.0,41008167.0,37.1328,126.92156670000001,화성시
50594,92253,233000139,8155,14,화성종합경기타운,233002151,55098.0,41008167.0,37.1363167,126.92161670000002,화성시
50602,92254,233000139,8155,15,점촌교차로(경유),277102040,,41008167.0,37.1415833,126.91701670000002,화성시
50612,92255,233000139,8155,16,가재교차로(경유),277101732,,41008167.0,37.149,126.9223,화성시
50624,92256,233000139,8155,17,진우아파트,233000797,36068.0,41008167.0,37.1617667,126.93088329999999,화성시
50634,92257,233000139,8155,18,해병대사령부,233000794,36081.0,41008167.0,37.1776833,126.93633329999999,화성시
50650,92258,233000139,8155,19,가톨릭대학교,233000791,36097.0,41008167.0,37.193883299999996,126.9395,화성시
50660,92259,233000139,8155,20,장안대학,233000788,36113.0,41008167.0,37.21325,126.94403329999999,화성시
50679,92260,233000139,8155,21,봉담읍행정복지센터,233000786,36122.0,41008167.0,37.220316700000005,126.94958329999999,화성시
50707,92261,233000139,8155,22,동화리.동남아파트,233000785,36131.0,41008167.0,37.223716700000004,126.95273329999999,화성시
50726,92262,233000139,8155,23,천천IC(경유),277103518,,41008167.0,37.2459833,126.95058329999999,화성시
50731,92291,233000139,8155,52,천천IC(경유),277103517,,41008167.0,37.246083299999995,126.95036670000002,화성시
50736,92292,233000139,8155,53,동화리.동남아파트,233000837,36128.0,41008167.0,37.2238167,126.95248329999998,화성시
50755,92293,233000139,8155,54,봉담읍행정복지센터,233000836,36123.0,41008167.0,37.2204167,126.9493,화성시
50783,92294,233000139,8155,55,장안대학,233000833,36111.0,41008167.0,37.2141,126.9437,화성시
50802,92295,233000139,8155,56,가톨릭대학교,233000830,36095.0,41008167.0,37.1935667,126.9390833,화성시
50812,92296,233000139,8155,57,해병대사령부,233000827,36083.0,41008167.0,37.1786667,126.93635,화성시
50828,92297,233000139,8155,58,덕리(경유),277102383,,41008167.0,37.16995,126.93583329999998,화성시
50830,92298,233000139,8155,59,진우아파트,233000823,36071.0,41008167.0,37.1625833,126.9311,화성시
50840,92299,233000139,8155,60,가재교차로(경유),277101693,,41008167.0,37.1491167,126.92200000000001,화성시
50852,92300,233000139,8155,61,점촌교차로(경유),277101678,,41008167.0,37.1418,126.91685,화성시
50862,92301,233000139,8155,62,화성종합경기타운,233002152,55368.0,41008167.0,37.136283299999995,126.92123329999998,화성시
50870,92302,233000139,8155,63,화성문화원.향남환승터미널,233002101,37286.0,41008167.0,37.132,126.92108329999999,화성시
50876,92303,233000139,8155,64,화성중앙병원.발안초등학교,233001026,37269.0,41008167.0,37.1311833,126.9115,화성시
50904,92304,233000139,8155,65,발안삼거리.바다마트,233001558,37270.0,41008167.0,37.1359167,126.91095,화성시
50973,92305,233000139,8155,66,발안마을주공아파트,233000523,36908.0,41008167.0,37.1293833,126.90068329999998,화성시
50978,92306,233000139,8155,67,제암리,233001395,37230.0,41008167.0,37.1242,126.89621670000001,화성시
50996,92307,233000139,8155,68,해창1리.우리꽃식물원,233000927,37205.0,41008167.0,37.1131333,126.88195,화성시
51017,92308,233000139,8155,69,해창2리.능인대학원대학교,233000381,36845.0,41008167.0,37.1082,126.87223329999999,화성시
51026,92309,233000139,8155,70,장의리,233000377,36847.0,41008167.0,37.10315,126.84311670000001,화성시
51028,92310,233000139,8155,71,어은삼거리,233001387,37593.0,41008167.0,37.0862,126.82653329999998,화성시
51052,92311,233000139,8155,72,조암한라비발디,233002244,37968.0,41008167.0,37.0882,126.82371670000002,화성시
51062,92312,233000139,8155,73,조암터미널,233002665,55076.0,41008167.0,37.0819,126.8161,화성시
51144,92313,233000140,1002,1,전곡항,233001912,37932.0,41061024.0,37.1861,126.6522,화성시
51151,92314,233000140,1002,2,장외리.오리골,233001903,37929.0,41061024.0,37.1769333,126.66631670000001,화성시
51161,92315,233000140,1002,3,제부도입구,233001293,37002.0,41061024.0,37.1722167,126.65838329999998,화성시
51181,92316,233000140,1002,4,살고지입구,233001294,37008.0,41061024.0,37.1626,126.6671,화성시
51190,92317,233000140,1002,5,장외리.지긋말,233000746,37017.0,41061024.0,37.1684667,126.6785,화성시
51200,92318,233000140,1002,6,장외리,233000745,37021.0,41061024.0,37.174183299999996,126.68083329999999,화성시
51216,92319,233000140,1002,7,광평삼거리,233000850,37563.0,41061024.0,37.17475,126.6889,화성시
51234,92320,233000140,1002,8,서신터미널,233000853,37045.0,41061024.0,37.1694,126.70523329999999,화성시
51241,92321,233000140,1002,9,상안2리교차로,233002313,55360.0,41061024.0,37.1812,126.71058329999998,화성시
51245,92322,233000140,1002,10,육일2리.코스코밸리,233000854,37068.0,41061024.0,37.1995,126.72285,화성시
51259,92323,233000140,1002,11,육일리마을회관,233002330,55172.0,41061024.0,37.2082167,126.72586670000001,화성시
51277,92324,233000140,1002,12,사강복지회관,233000855,37080.0,41061024.0,37.2127,126.73265,화성시
51352,92325,233000140,1002,13,사강시장,233000268,37084.0,41061024.0,37.213016700000004,126.73663329999998,화성시
51398,92326,233000140,1002,14,사강정형외과,233000267,37088.0,41061024.0,37.2133833,126.73898329999999,화성시
51457,92327,233000140,1002,15,외국인보호소,233000737,37103.0,41061024.0,37.2079667,126.76655,화성시
51494,92328,233000140,1002,16,마도사거리,233000736,37106.0,41061024.0,37.2069,126.77425,화성시
51520,92329,233000140,1002,17,재래시장.마도삼거리,233000735,37107.0,41061024.0,37.2063,126.78006670000002,화성시
51542,92330,233000140,1002,18,우림아파트,233000731,36009.0,41061024.0,37.2054833,126.80585,화성시
51581,92331,233000140,1002,19,경기남부수협.보건소,233002170,55115.0,41061024.0,37.2069167,126.81188329999999,화성시
51618,92332,233000140,1002,20,남양성지,233000841,36015.0,41061024.0,37.20735,126.81498329999998,화성시
51656,92333,233000140,1002,21,기업은행,233001046,36018.0,41061024.0,37.2081667,126.81885,화성시
51710,92334,233000140,1002,22,남양중고입구.기아남양점,233001749,37774.0,41061024.0,37.20515,126.82106670000002,화성시
51737,92335,233000140,1002,23,양우내안애,233002159,36024.0,41061024.0,37.202,126.82435,화성시
51763,92336,233000140,1002,24,화성시청후문,233001001,36510.0,41061024.0,37.199966700000004,126.82911670000001,화성시
51768,92337,233000140,1002,25,남양아이파크,233001503,36738.0,41061024.0,37.2062667,126.8336,화성시
51775,92338,233000140,1002,26,남양뉴타운1단지,233003106,55433.0,41061024.0,37.2087,126.83306670000002,화성시
51785,92339,233000140,1002,27,남양뉴타운4단지,233001975,36742.0,41061024.0,37.2101,126.83285,화성시
51794,92340,233000140,1002,28,북양1통.염티고개,233000726,36043.0,41061024.0,37.2220833,126.83983329999998,화성시
51815,92341,233000140,1002,29,양노3리,233000725,37153.0,41061024.0,37.22685,126.85821670000001,화성시
51835,92342,233000140,1002,30,양노IC(경유),277104306,,41061024.0,37.23264201,126.8612324,화성시
51841,92343,233000140,1002,31,백학IC(경유),277104308,,41061024.0,37.23150416,126.87947690000001,화성시
51849,92344,233000140,1002,32,화성비봉TG(경유),277104310,,41061024.0,37.23261469,126.90446329999999,화성시
51857,92345,233000140,1002,33,샘내IC(경유),277104312,,41061024.0,37.2433124,126.9365956,화성시
51865,92373,233000140,1002,61,샘내IC(경유),277104313,,41061024.0,37.2433124,126.9365956,화성시
51873,92374,233000140,1002,62,화성비봉TG(경유),277104311,,41061024.0,37.23261469,126.90446329999999,화성시
51881,92375,233000140,1002,63,백학IC(경유),277104309,,41061024.0,37.23150416,126.87947690000001,화성시
51889,92376,233000140,1002,64,양노IC(경유),277104307,,41061024.0,37.23264201,126.8612324,화성시
51895,92377,233000140,1002,65,양노리,233000773,37154.0,41061024.0,37.2290833,126.85976670000001,화성시
51920,92378,233000140,1002,66,양노3리,233003082,55393.0,41061024.0,37.2267667,126.85771670000001,화성시
51940,92379,233000140,1002,67,북양1통.염티고개,233000772,36042.0,41061024.0,37.222133299999996,126.83903329999998,화성시
51961,92380,233000140,1002,68,남양뉴타운4단지,233003107,55434.0,41061024.0,37.2102833,126.83261670000002,화성시
51970,92381,233000140,1002,69,남양뉴타운1단지,233000138,36431.0,41061024.0,37.20875,126.8328,화성시
51980,92382,233000140,1002,70,남양아이파크,233000163,36506.0,41061024.0,37.2053833,126.83345,화성시
51987,92383,233000140,1002,71,화성시청후문,233001000,36507.0,41061024.0,37.2001333,126.82886670000002,화성시
51992,92384,233000140,1002,72,남양뉴타운.양우내안애,233000188,36804.0,41061024.0,37.2023333,126.82433329999999,화성시
52018,92385,233000140,1002,73,남양중고교입구,233001318,36023.0,41061024.0,37.2044333,126.82215,화성시
52045,92386,233000140,1002,74,기업은행,233000210,37567.0,41061024.0,37.2071833,126.81973329999998,화성시
52099,92387,233000140,1002,75,남양성지,233000767,36014.0,41061024.0,37.2076167,126.81606670000001,화성시
52137,92388,233000140,1002,76,경기남부수협.보건소,233002171,55116.0,41061024.0,37.2070333,126.81185,화성시
52174,92389,233000140,1002,77,우림아파트,233000766,36010.0,41061024.0,37.20565,126.80613329999998,화성시
52213,92390,233000140,1002,78,재래시장.마도삼거리,233000763,37108.0,41061024.0,37.2063333,126.7808,화성시
52235,92391,233000140,1002,79,마도사거리,233000762,37105.0,41061024.0,37.20715,126.7746,화성시
52261,92392,233000140,1002,80,외국인보호소,233000761,37104.0,41061024.0,37.20805,126.76711670000002,화성시
52298,92393,233000140,1002,81,송산농협.사강정형외과,233000858,37089.0,41061024.0,37.213466700000005,126.7389,화성시
52307,92394,233000140,1002,82,사강시장,233000859,37085.0,41061024.0,37.2131833,126.73691670000001,화성시
52353,92395,233000140,1002,83,사강복지회관,233000271,37081.0,41061024.0,37.2128667,126.73263329999999,화성시
52428,92396,233000140,1002,84,육일리마을회관,233000136,36440.0,41061024.0,37.2072833,126.72498329999999,화성시
52446,92397,233000140,1002,85,코스코밸리아파트,233001740,55356.0,41061024.0,37.1987,126.72206670000001,화성시
52449,92398,233000140,1002,86,상안2리교차로,233002314,55361.0,41061024.0,37.1811,126.71036670000001,화성시
52453,92399,233000140,1002,87,서신,233000863,37043.0,41061024.0,37.1694333,126.70508329999998,화성시
52459,92400,233000140,1002,88,광평삼거리,233000754,37564.0,41061024.0,37.1748167,126.68891670000001,화성시
52477,92401,233000140,1002,89,장외리,233000865,37020.0,41061024.0,37.17425,126.6807,화성시
52493,92402,233000140,1002,90,장외리.지긋말,233000866,37016.0,41061024.0,37.1684,126.67831670000001,화성시
52503,92403,233000140,1002,91,살고지입구,233001299,36947.0,41061024.0,37.162916700000004,126.66651670000002,화성시
52512,92404,233000140,1002,92,제부도입구,233000872,37001.0,41061024.0,37.172116700000004,126.65853329999999,화성시
52532,92405,233000140,1002,93,장외리.오리골,233001871,55348.0,41061024.0,37.177,126.66648329999998,화성시
52542,92406,233000140,1002,94,전곡항,233001886,37921.0,41061024.0,37.1861167,126.65193329999998,화성시
52549,92407,233000141,201,1,동탄2LH4단지,233000959,36437.0,41086009.0,37.2056667,127.12255,화성시
52555,92408,233000141,201,2,LH4단지후문,233002500,55406.0,41086009.0,37.2042833,127.1197333,화성시
52561,92409,233000141,201,3,동탄2부영아파트,233001506,37582.0,41086009.0,37.2049167,127.11625,화성시
52567,92410,233000141,201,4,한백초중교,233000149,36514.0,41086009.0,37.20725,127.11476670000002,화성시
52573,92411,233000141,201,5,이주택지.상록.경남아파트,233002429,55305.0,41086009.0,37.207216700000004,127.11068329999999,화성시
52587,92412,233000141,201,6,성원아파트.이지더원,233002430,55306.0,41086009.0,37.2090667,127.1084167,화성시
52612,92413,233000141,201,7,동탄2파출소.농협,233002431,55307.0,41086009.0,37.2095167,127.10436670000001,화성시
52637,92414,233000141,201,8,동원1차.센트럴상록,233002432,55308.0,41086009.0,37.2095167,127.09966670000001,화성시
52646,92415,233000141,201,9,한미약품.푸르지오,233002443,55315.0,41086009.0,37.2095333,127.09183329999999,화성시
52684,92416,233000141,201,10,예당고사거리,233002439,55311.0,41086009.0,37.2099,127.08066670000001,화성시
52724,92417,233000141,201,11,예당예원초,233001652,37758.0,41086009.0,37.2107,127.07758329999999,화성시
52735,92418,233000141,201,12,롯데케슬정문,233001653,37798.0,41086009.0,37.2092667,127.07491670000002,화성시
52741,92419,233000141,201,13,동탄1동행정복지센터,233001650,37749.0,41086009.0,37.20685,127.07235,화성시
52753,92420,233000141,201,14,현대아이파크,233001651,37747.0,41086009.0,37.2057333,127.07061670000002,화성시
52769,92421,233000141,201,15,한화꿈에그린아파트,233001677,37737.0,41086009.0,37.206816700000005,127.06655,화성시
52782,92422,233000141,201,16,센트럴파크,233001675,37703.0,41086009.0,37.2080333,127.06393329999999,화성시
52808,92423,233000141,201,17,자연앤아너스빌,233001939,37943.0,41086009.0,37.2085667,127.0608,화성시
52817,92424,233000141,201,18,숲속자연앤,233001983,37951.0,41086009.0,37.20715,127.06003329999999,화성시
52835,92425,233000141,201,19,동탄고등학교,233001723,37850.0,41086009.0,37.203933299999996,127.05916670000002,화성시
52843,92426,233000141,201,20,모아포스코아파트,233001692,37714.0,41086009.0,37.2016333,127.05795,화성시
52852,92427,233000141,201,21,두산신일아파트,233001690,37718.0,41086009.0,37.2015667,127.05426670000001,화성시
52861,92428,233000141,201,22,파크자이1차,233003172,55583.0,41086009.0,37.20111206,127.04967849999998,화성시
52867,92429,233000141,201,23,파크자이2차,233003170,55581.0,41086009.0,37.20127806,127.046874,화성시
52873,92430,233000141,201,24,신창미션힐,233001622,37739.0,41086009.0,37.2035167,127.04195,화성시
52880,92431,233000141,201,25,신창미션힐.송화초교,233000101,36350.0,41086009.0,37.2033,127.03855,화성시
52911,92432,233000141,201,26,병점정형외과(경유),277101836,,41086009.0,37.20605,127.03661670000001,화성시
52920,92433,233000141,201,27,병점역사거리,233000702,36345.0,41086009.0,37.2069167,127.03563329999999,화성시
52946,92434,233000141,201,28,홈플러스.벌말초교,233000100,36351.0,41086009.0,37.2033,127.03813329999998,화성시
52964,92435,233000141,201,29,한신아파트,233002344,37738.0,41086009.0,37.2033167,127.04201670000002,화성시
52973,92436,233000141,201,30,파크자이2차,233003169,55580.0,41086009.0,37.20127806,127.046874,화성시
52979,92437,233000141,201,31,파크자이1차,233003171,55582.0,41086009.0,37.20111206,127.04967849999998,화성시
52985,92438,233000141,201,32,두산신일아파트,233001691,37720.0,41086009.0,37.2014167,127.05436670000002,화성시
52994,92439,233000141,201,33,모아포스코아파트,233001693,37719.0,41086009.0,37.2015,127.05773329999998,화성시
53003,92440,233000141,201,34,동탄고등학교,233001722,37849.0,41086009.0,37.2038,127.05946670000002,화성시
53011,92441,233000141,201,35,숲속자연앤,233001984,37952.0,41086009.0,37.2072,127.06038329999998,화성시
53029,92442,233000141,201,36,능동은행사거리,233002273,55147.0,41086009.0,37.2089,127.06181670000001,화성시
53045,92443,233000141,201,37,센트럴파크,233001674,37742.0,41086009.0,37.2077333,127.06383329999998,화성시
53071,92444,233000141,201,38,금호어울림,233001676,37741.0,41086009.0,37.20655,127.06648329999999,화성시
53084,92445,233000141,201,39,동탄1동행정복지센터,233001679,37694.0,41086009.0,37.20665,127.07256670000001,화성시
53096,92446,233000141,201,40,신일유토빌정문,233001681,37695.0,41086009.0,37.20915,127.07505,화성시
53101,92447,233000141,201,41,예당예원초,233001682,37711.0,41086009.0,37.2105667,127.07766670000001,화성시
53112,92448,233000141,201,42,예당고사거리,233002440,55312.0,41086009.0,37.2091833,127.08181670000002,화성시
53152,92449,233000141,201,43,한미약품.푸르지오,233002442,55314.0,41086009.0,37.2092333,127.09185,화성시
53190,92450,233000141,201,44,센트럴상록.동원1차,233000122,36792.0,41086009.0,37.20925,127.10001670000001,화성시
53201,92451,233000141,201,45,동탄2파출소.농협,233001166,36470.0,41086009.0,37.2092,127.1049,화성시
53226,92452,233000141,201,46,성원아파트.이지더원,233001493,37549.0,41086009.0,37.2086833,127.10843329999999,화성시
53251,92453,233000141,201,47,상록.경남아파트.이주택지,233001492,37550.0,41086009.0,37.2068333,127.1105667,화성시
53264,92454,233000141,201,48,한백초중교,233000135,36513.0,41086009.0,37.207,127.11475,화성시
53270,92455,233000141,201,49,동탄2부영아파트,233000981,36434.0,41086009.0,37.20475,127.11626670000001,화성시
53276,92456,233000141,201,50,LH4단지후문,233002501,55407.0,41086009.0,37.204133299999995,127.11981670000002,화성시
53282,92457,233000141,201,51,동탄2LH4단지,233001505,37583.0,41086009.0,37.2056,127.12275,화성시
53288,92458,233000142,6002-1,1,한화꿈에그린,233002438,55310.0,41086010.0,37.1943667,127.09998329999999,화성시
53308,92459,233000142,6002-1,2,한화.호반.대원,233002419,55296.0,41086010.0,37.1967833,127.1045667,화성시
53319,92460,233000142,6002-1,3,호반베르디움.롯데캐슬,233002420,55297.0,41086010.0,37.196883299999996,127.11105,화성시
53330,92461,233000142,6002-1,4,대우푸르지오.반도유보라,233001167,37484.0,41086010.0,37.1981667,127.11466670000001,화성시
53336,92462,233000142,6002-1,5,호반베르디움,233002428,55304.0,41086010.0,37.1996,127.11761670000001,화성시
53342,92463,233000142,6002-1,6,무봉초,233002423,55299.0,41086010.0,37.2038833,127.1148,화성시
53347,92464,233000142,6002-1,7,경남.반도1차,233000960,36452.0,41086010.0,37.203483299999995,127.11078329999998,화성시
53354,92465,233000142,6002-1,8,영천유.금성백조,233002435,55293.0,41086010.0,37.2037,127.1074,화성시
53361,92466,233000142,6002-1,9,영천초.계룡,233000961,36453.0,41086010.0,37.2042833,127.10496670000002,화성시
53368,92467,233000142,6002-1,10,자이.우남퍼스트빌,233000127,36446.0,41086010.0,37.204783299999995,127.09981670000002,화성시
53374,92468,233000142,6002-1,11,상록.테크노밸리.GS자이,233000121,36463.0,41086010.0,37.2083,127.09895,화성시
53405,92469,233000142,6002-1,12,센트럴상록.동원1차,233000122,36792.0,41086010.0,37.20925,127.10001670000001,화성시
53416,92470,233000142,6002-1,13,현대다이모스,233002017,55585.0,41086010.0,37.21621898,127.1038883,화성시
53420,92471,233000142,6002-1,14,영천리,233000145,36451.0,41086010.0,37.2195667,127.10363329999998,화성시
53424,92504,233000142,6002-1,47,영천리,233000140,36449.0,41086010.0,37.2195167,127.10355,화성시
53428,92505,233000142,6002-1,48,현대다이모스,233002165,55602.0,41086010.0,37.21621898,127.1038883,화성시
53432,92506,233000142,6002-1,49,동원.다원중,233001902,37073.0,41086010.0,37.21216383,127.10361950000001,화성시
53436,92507,233000142,6002-1,50,동탄2파출소.농협,233001166,36470.0,41086010.0,37.2092,127.1049,화성시
53461,92508,233000142,6002-1,51,성원아파트.이지더원,233001493,37549.0,41086010.0,37.2086833,127.10843329999999,화성시
53486,92509,233000142,6002-1,52,상록.경남아파트.이주택지,233001492,37550.0,41086010.0,37.2068333,127.1105667,화성시
53499,92510,233000142,6002-1,53,반도.모아아파트,233001491,37551.0,41086010.0,37.2019167,127.11415,화성시
53510,92511,233000142,6002-1,54,반도4차.동탄4동복지센터,233000430,55663.0,41086010.0,37.20011441,127.1154415,화성시
53520,92512,233000142,6002-1,55,대우푸르지오.호반베르디움2차,233001168,36458.0,41086010.0,37.198133299999995,127.11685,화성시
53531,92513,233000142,6002-1,56,청목초.신안1차,233000965,36468.0,41086010.0,37.1946,127.11943329999998,화성시
53538,92523,233000144,202,10,신영통현대타운.두산위브,233000117,36512.0,41086012.0,37.2353333,127.0621,화성시
53550,92524,233000144,202,11,반월리큰고개,233001211,36396.0,41086012.0,37.23255,127.06478329999999,화성시
